date,farm_id,weight
2015-4-1,Farm 3,14446
2015-4-1,Farm 4,13397
2015-4-1,Farm 5,7830
2015-4-1,Farm 8,7014
2015-4-1,Farm 9,16406
2015-4-1,Farm 12,5129
2015-4-1,Farm 13,14252
2015-4-1,Farm 14,15435
2015-4-1,Farm 15,9932
2015-4-1,Farm 17,2616
2015-4-2,Farm 3,11596
2015-4-2,Farm 4,14045
2015-4-2,Farm 5,4736
2015-4-2,Farm 6,13831
2015-4-2,Farm 7,10480
2015-4-2,Farm 8,12930
2015-4-2,Farm 9,2524
2015-4-2,Farm 10,12277
2015-4-2,Farm 11,10883
2015-4-2,Farm 12,16816
2015-4-2,Farm 13,17832
2015-4-2,Farm 14,9713
2015-4-2,Farm 15,7621
2015-4-2,Farm 16,15320
2015-4-2,Farm 17,17588
2015-4-3,Farm 3,17974
2015-4-3,Farm 4,7178
2015-4-3,Farm 5,13774
2015-4-3,Farm 8,11629
2015-4-3,Farm 9,5198
2015-4-3,Farm 12,12604
2015-4-3,Farm 13,6126
2015-4-3,Farm 14,13785
2015-4-3,Farm 15,8050
2015-4-3,Farm 17,3137
2015-4-4,Farm 3,11446
2015-4-4,Farm 4,16219
2015-4-4,Farm 5,5220
2015-4-4,Farm 6,13732
2015-4-4,Farm 7,10331
2015-4-4,Farm 8,14355
2015-4-4,Farm 9,4387
2015-4-4,Farm 10,5966
2015-4-4,Farm 11,4059
2015-4-4,Farm 12,5219
2015-4-4,Farm 13,15144
2015-4-4,Farm 14,9662
2015-4-4,Farm 15,16625
2015-4-4,Farm 16,16226
2015-4-4,Farm 17,10629
2015-4-5,Farm 3,8360
2015-4-5,Farm 4,10364
2015-4-5,Farm 5,14509
2015-4-5,Farm 8,17455
2015-4-5,Farm 9,14582
2015-4-5,Farm 12,4924
2015-4-5,Farm 13,15106
2015-4-5,Farm 14,10377
2015-4-5,Farm 15,10977
2015-4-5,Farm 17,13140
2015-4-6,Farm 3,15144
2015-4-6,Farm 4,14859
2015-4-6,Farm 5,14533
2015-4-6,Farm 6,9767
2015-4-6,Farm 7,4446
2015-4-6,Farm 8,4554
2015-4-6,Farm 9,15666
2015-4-6,Farm 10,4322
2015-4-6,Farm 11,9222
2015-4-6,Farm 12,11055
2015-4-6,Farm 13,4020
2015-4-6,Farm 14,13052
2015-4-6,Farm 15,4082
2015-4-6,Farm 16,6530
2015-4-6,Farm 17,16183
