date,farm_id,weight
2015-12-1,Farm 3,9858
2015-12-1,Farm 4,14683
2015-12-1,Farm 5,11924
2015-12-1,Farm 8,8437
2015-12-1,Farm 9,4483
2015-12-1,Farm 12,11274
2015-12-1,Farm 13,6425
2015-12-1,Farm 14,7567
2015-12-1,Farm 15,5053
2015-12-1,Farm 17,11480
2015-12-2,Farm 3,8341
2015-12-2,Farm 4,4933
2015-12-2,Farm 5,12396
2015-12-2,Farm 6,2953
2015-12-2,Farm 7,16515
2015-12-2,Farm 8,7355
2015-12-2,Farm 9,14331
2015-12-2,Farm 10,3930
2015-12-2,Farm 11,9233
2015-12-2,Farm 12,15516
2015-12-2,Farm 13,12193
2015-12-2,Farm 14,10707
2015-12-2,Farm 15,13907
2015-12-2,Farm 16,4316
2015-12-2,Farm 17,16870
2015-12-3,Farm 3,3720
2015-12-3,Farm 4,6251
2015-12-3,Farm 5,11405
2015-12-3,Farm 8,15366
2015-12-3,Farm 9,13245
2015-12-3,Farm 12,6559
2015-12-3,Farm 13,10005
2015-12-3,Farm 14,13725
2015-12-3,Farm 15,16661
2015-12-3,Farm 17,7617
2015-12-4,Farm 3,2884
2015-12-4,Farm 4,14072
2015-12-4,Farm 5,13380
2015-12-4,Farm 6,5898
2015-12-4,Farm 7,12847
2015-12-4,Farm 8,15365
2015-12-4,Farm 9,3422
2015-12-4,Farm 10,6066
2015-12-4,Farm 11,13542
2015-12-4,Farm 12,16145
2015-12-4,Farm 13,14939
2015-12-4,Farm 14,8462
2015-12-4,Farm 15,7141
2015-12-4,Farm 16,5123
2015-12-4,Farm 17,7299
2015-12-5,Farm 3,3073
2015-12-5,Farm 4,12225
2015-12-5,Farm 5,9641
2015-12-5,Farm 8,11973
2015-12-5,Farm 9,2756
2015-12-5,Farm 12,2623
2015-12-5,Farm 13,16521
2015-12-5,Farm 14,12474
2015-12-5,Farm 15,16996
2015-12-5,Farm 17,8246
2015-12-6,Farm 3,3294
2015-12-6,Farm 4,5903
2015-12-6,Farm 5,16715
2015-12-6,Farm 6,6790
2015-12-6,Farm 7,12357
2015-12-6,Farm 8,2115
2015-12-6,Farm 9,3671
2015-12-6,Farm 10,8712
2015-12-6,Farm 11,2886
2015-12-6,Farm 12,3251
2015-12-6,Farm 13,13061
2015-12-6,Farm 14,2486
2015-12-6,Farm 15,14023
2015-12-6,Farm 16,8176
2015-12-6,Farm 17,7926
2015-12-7,Farm 3,8116
2015-12-7,Farm 4,2832
2015-12-7,Farm 5,16424
2015-12-7,Farm 8,6017
2015-12-7,Farm 9,9935
2015-12-7,Farm 12,17983
2015-12-7,Farm 13,15876
2015-12-7,Farm 14,8666
2015-12-7,Farm 15,4072
2015-12-7,Farm 17,10462
2015-12-8,Farm 3,4118
2015-12-8,Farm 4,7020
2015-12-8,Farm 5,4090
2015-12-8,Farm 6,4624
2015-12-8,Farm 7,14392
2015-12-8,Farm 8,15780
2015-12-8,Farm 9,10633
2015-12-8,Farm 10,6985
2015-12-8,Farm 11,15683
2015-12-8,Farm 12,2618
2015-12-8,Farm 13,6065
2015-12-8,Farm 14,7524
2015-12-8,Farm 15,8343
2015-12-8,Farm 16,8679
2015-12-8,Farm 17,16616
2015-12-9,Farm 3,12293
2015-12-9,Farm 4,17320
2015-12-9,Farm 5,9468
2015-12-9,Farm 8,10826
2015-12-9,Farm 9,17544
2015-12-9,Farm 12,14074
2015-12-9,Farm 13,13769
2015-12-9,Farm 14,15306
2015-12-9,Farm 15,13832
2015-12-9,Farm 17,3136
2015-12-10,Farm 3,11316
2015-12-10,Farm 4,3000
2015-12-10,Farm 5,12481
2015-12-10,Farm 6,6482
2015-12-10,Farm 7,4632
2015-12-10,Farm 8,4030
2015-12-10,Farm 9,11019
2015-12-10,Farm 10,14831
2015-12-10,Farm 11,8519
2015-12-10,Farm 12,10255
2015-12-10,Farm 13,5023
2015-12-10,Farm 14,9686
2015-12-10,Farm 15,14413
2015-12-10,Farm 16,11215
2015-12-10,Farm 17,7333
2015-12-11,Farm 3,8693
2015-12-11,Farm 4,7643
2015-12-11,Farm 5,15132
2015-12-11,Farm 8,9640
2015-12-11,Farm 9,7190
2015-12-11,Farm 12,3803
2015-12-11,Farm 13,12030
2015-12-11,Farm 14,3295
2015-12-11,Farm 15,10827
2015-12-11,Farm 17,8758
2015-12-12,Farm 3,8356
2015-12-12,Farm 4,8756
2015-12-12,Farm 5,17538
2015-12-12,Farm 6,4361
2015-12-12,Farm 7,16900
2015-12-12,Farm 8,8561
2015-12-12,Farm 9,3204
2015-12-12,Farm 10,15757
2015-12-12,Farm 11,9396
2015-12-12,Farm 12,14675
2015-12-12,Farm 13,16997
2015-12-12,Farm 14,9906
2015-12-12,Farm 15,7692
2015-12-12,Farm 16,14201
2015-12-12,Farm 17,3487
2015-12-13,Farm 3,8350
2015-12-13,Farm 4,14293
2015-12-13,Farm 5,13392
2015-12-13,Farm 8,7050
2015-12-13,Farm 9,5138
2015-12-13,Farm 12,9712
2015-12-13,Farm 13,4818
2015-12-13,Farm 14,7153
2015-12-13,Farm 15,16085
2015-12-13,Farm 17,4176
2015-12-14,Farm 3,3167
2015-12-14,Farm 4,12368
2015-12-14,Farm 5,2079
2015-12-14,Farm 6,11519
2015-12-14,Farm 7,8473
2015-12-14,Farm 8,10221
2015-12-14,Farm 9,9707
2015-12-14,Farm 10,7029
2015-12-14,Farm 11,5337
2015-12-14,Farm 12,13854
2015-12-14,Farm 13,2821
2015-12-14,Farm 14,2709
2015-12-14,Farm 15,14839
2015-12-14,Farm 16,5409
2015-12-14,Farm 17,5955
2015-12-15,Farm 3,7405
2015-12-15,Farm 4,10224
2015-12-15,Farm 5,9029
2015-12-15,Farm 8,7994
2015-12-15,Farm 9,4985
2015-12-15,Farm 12,3327
2015-12-15,Farm 13,16481
2015-12-15,Farm 14,5081
2015-12-15,Farm 15,5646
2015-12-15,Farm 17,17393
2015-12-16,Farm 3,6417
2015-12-16,Farm 4,17376
2015-12-16,Farm 5,15872
2015-12-16,Farm 6,12382
2015-12-16,Farm 7,16533
2015-12-16,Farm 8,15333
2015-12-16,Farm 9,6177
2015-12-16,Farm 10,6707
2015-12-16,Farm 11,7495
2015-12-16,Farm 12,15876
2015-12-16,Farm 13,12035
2015-12-16,Farm 14,14958
2015-12-16,Farm 15,9796
2015-12-16,Farm 16,15299
2015-12-16,Farm 17,11007
2015-12-17,Farm 3,3260
2015-12-17,Farm 4,13739
2015-12-17,Farm 5,7461
2015-12-17,Farm 8,16307
2015-12-17,Farm 9,7385
2015-12-17,Farm 12,11332
2015-12-17,Farm 13,6933
2015-12-17,Farm 14,17729
2015-12-17,Farm 15,12563
2015-12-17,Farm 17,13682
2015-12-18,Farm 3,10257
2015-12-18,Farm 4,15175
2015-12-18,Farm 5,13697
2015-12-18,Farm 6,15483
2015-12-18,Farm 7,12429
2015-12-18,Farm 8,17927
2015-12-18,Farm 9,14635
2015-12-18,Farm 10,3417
2015-12-18,Farm 11,13903
2015-12-18,Farm 12,16163
2015-12-18,Farm 13,14476
2015-12-18,Farm 14,6776
