date,farm_id,weight
2017-12-1,Farm 18,2932
2017-12-1,Farm 19,14401
2017-12-1,Farm 20,11655
2017-12-1,Farm 21,16248
2017-12-1,Farm 22,8877
2017-12-1,Farm 23,9464
2017-12-1,Farm 25,8241
2017-12-1,Farm 26,12340
2017-12-1,Farm 27,3408
2017-12-1,Farm 28,14682
2017-12-1,Farm 30,3588
2017-12-1,Farm 31,7114
2017-12-1,Farm 32,9064
2017-12-1,Farm 33,2297
2017-12-1,Farm 34,5639
2017-12-1,Farm 35,16997
2017-12-1,Farm 37,15739
2017-12-1,Farm 38,12610
2017-12-1,Farm 39,17235
2017-12-1,Farm 40,3802
2017-12-1,Farm 41,14436
2017-12-1,Farm 42,11796
2017-12-1,Farm 43,8178
2017-12-1,Farm 45,10096
2017-12-1,Farm 46,11930
2017-12-1,Farm 47,14996
2017-12-1,Farm 48,2448
2017-12-1,Farm 50,3739
2017-12-1,Farm 51,8965
2017-12-1,Farm 52,8577
2017-12-1,Farm 53,11185
2017-12-1,Farm 54,4908
2017-12-1,Farm 55,8218
2017-12-1,Farm 57,11508
2017-12-1,Farm 58,5247
2017-12-1,Farm 59,11715
2017-12-1,Farm 60,7631
2017-12-1,Farm 61,8726
2017-12-1,Farm 62,5767
2017-12-1,Farm 63,8336
2017-12-1,Farm 64,12447
2017-12-1,Farm 65,11057
2017-12-1,Farm 67,6475
2017-12-1,Farm 68,13020
2017-12-1,Farm 69,11343
2017-12-1,Farm 70,13109
2017-12-1,Farm 71,6669
2017-12-1,Farm 72,4154
2017-12-1,Farm 73,13920
2017-12-1,Farm 74,4457
2017-12-1,Farm 75,2054
2017-12-1,Farm 76,16104
2017-12-1,Farm 77,9882
2017-12-1,Farm 78,5895
2017-12-1,Farm 80,9654
2017-12-1,Farm 81,7531
2017-12-1,Farm 82,12980
2017-12-1,Farm 83,2417
2017-12-1,Farm 84,5312
2017-12-1,Farm 85,8974
2017-12-1,Farm 86,13339
2017-12-1,Farm 89,7400
2017-12-1,Farm 90,8567
2017-12-1,Farm 91,13272
2017-12-1,Farm 92,2409
2017-12-1,Farm 93,2828
2017-12-1,Farm 94,5437
2017-12-1,Farm 97,2954
2017-12-1,Farm 98,10739
2017-12-1,Farm 99,13917
2017-12-1,Farm 100,9063
2017-12-1,Farm 101,8134
2017-12-1,Farm 102,3893
2017-12-1,Farm 103,11650
2017-12-1,Farm 104,11076
2017-12-1,Farm 106,11683
2017-12-1,Farm 107,2771
2017-12-1,Farm 109,8872
2017-12-1,Farm 110,4071
2017-12-1,Farm 111,16352
2017-12-1,Farm 112,12874
2017-12-1,Farm 115,3070
2017-12-1,Farm 116,7426
2017-12-1,Farm 117,8576
2017-12-2,Farm 18,14324
2017-12-2,Farm 19,2929
2017-12-2,Farm 20,14115
2017-12-2,Farm 21,8224
2017-12-2,Farm 22,11311
2017-12-2,Farm 23,16843
