date,farm_id,weight
2018-8-1,VC9H1G,4744
2018-8-1,Farm 119,4500
2018-8-1,Farm 120,5529
2018-8-1,Farm 121,2310
2018-8-1,Farm 122,17260
2018-8-2,Farm 118,3597
2018-8-2,Farm 119,OTDX90
2018-8-2,Farm 120,2259
2018-8-2,Farm 121,3708
2018-8-2,Farm 122,9013
2018-8-3,Farm 118,14031
2018-8-3,Farm 119,LUZ4YU
2018-8-3,Farm 120,17487
2018-8-3,Farm 121,2389
2018-8-3,Farm 122,9292
2018-8-4,Farm 118,4904
2018-8-4,Farm 119,10794
2018-8-4,Farm 120,11373
2018-8-4,Farm 121,12790
HDI2AO,Farm 122,5137
E6M0P3,Farm 118,5954
2018-8-5,Farm 119,15389
2018-8-5,Farm 120,7687
2018-8-5,Farm 121,6532
2018-8-5,Farm 122,11006
2018-8-6,Farm 118,4130
2018-8-6,Farm 119,4970
2018-8-6,Farm 120,16753
2018-8-6,Farm 121,10780
2018-8-6,Farm 122,9553
2018-8-7,Farm 118,16810
2018-8-7,Farm 119,4234
2018-8-7,Farm 120,17422
2018-8-7,Farm 121,17940
2S15ZT,Farm 122,9013
2018-8-8,Farm 118,4369
2018-8-8,Farm 119,XXU92H
2018-8-8,Farm 120,0IRLBF
2018-8-8,Farm 121,3050
2018-8-8,Farm 122,7823
2018-8-9,Farm 118,6990
2018-8-9,Farm 119,7396
2018-8-9,Farm 120,15894
2018-8-9,Farm 121,0X5J6Y
9UXCF8,Farm 122,4885
2018-8-10,Farm 118,4914
2018-8-10,Farm 119,2767
2018-8-10,Farm 120,5897
2018-8-10,Farm 121,4701
2018-8-10,Farm 122,8899
2018-8-11,Farm 118,IBQ80A
2018-8-11,Farm 119,2415
2018-8-11,Farm 120,4340
2018-8-11,Farm 121,3177
2018-8-11,Farm 122,13351
2018-8-12,Farm 118,12336
2018-8-12,Farm 119,5036
2018-8-12,Farm 120,UL8KTJ
2018-8-12,Farm 121,13396
2018-8-12,Farm 122,16981
2018-8-13,Farm 118,10926
2018-8-13,Farm 119,FMIFRI
2018-8-13,Farm 120,16879
2018-8-13,Farm 121,5071
2018-8-13,Farm 122,16314
2018-8-14,Farm 118,7473
2018-8-14,Farm 119,7258
2018-8-14,09ANWY,10929
2018-8-14,Farm 121,5721
2018-8-14,Farm 122,4621
2018-8-15,Farm 118,11224
2018-8-15,Farm 119,3266
2018-8-15,Farm 120,REDXZ7
2018-8-15,Farm 121,5824
2018-8-15,Farm 122,5174
2018-8-16,Farm 118,14150
2018-8-16,Farm 119,9641
2018-8-16,O2MMU5,5266
2018-8-16,YK9271,3869
2018-8-16,Farm 122,Q7LKIO
2018-8-17,Farm 118,10064
2018-8-17,Farm 119,4779
2018-8-17,Farm 120,8831
2018-8-17,Farm 121,4318
2018-8-17,Farm 122,4857
HV5SQI,Farm 118,17828
2018-8-18,Farm 119,13416
2018-8-18,Farm 120,15111
2018-8-18,Farm 121,8130
2018-8-18,Farm 122,3E4NF5
2018-8-19,Farm 118,17691
2MDPQH,Farm 119,13136
2018-8-19,Farm 120,EDXK7X
2018-8-19,Farm 121,1DCV9R
2018-8-19,Farm 122,13405
2018-8-20,Farm 118,3310
2018-8-20,3NJWMA,14461
2018-8-20,Farm 120,16370
2018-8-20,Farm 121,15937
2018-8-20,Farm 122,7229
2018-8-21,Farm 118,11230
2018-8-21,Farm 119,16142
2018-8-21,Farm 120,9808
2018-8-21,Farm 121,3785
2018-8-21,Farm 122,8376
2018-8-22,Farm 118,17509
2018-8-22,Farm 119,10954
2018-8-22,Farm 120,13052
2018-8-22,Farm 121,16639
2018-8-22,Farm 122,11274
2018-8-23,Farm 118,7780
2018-8-23,Farm 119,6027
IKZK05,Farm 120,2629
2018-8-23,Farm 121,16360
2018-8-23,UCA14H,8525
2018-8-24,Farm 118,7667
2018-8-24,Farm 119,4403
2018-8-24,Farm 120,3782
2018-8-24,Farm 121,2733
2018-8-24,QYR8GZ,17218
2018-8-25,Farm 118,9064
2018-8-25,Farm 119,15786
2018-8-25,Farm 120,3580
2018-8-25,Farm 121,6909
2018-8-25,Farm 122,10161
2018-8-26,Q5QAHR,10596
2018-8-26,Farm 119,6779
2018-8-26,Farm 120,12692
2018-8-26,Farm 121,10017
2018-8-26,Farm 122,6486
2018-8-27,Farm 118,15097
2018-8-27,Farm 119,11093
2018-8-27,Farm 120,17835
2018-8-27,Farm 121,4449
2018-8-27,Farm 122,CRNXH7
2018-8-28,Farm 118,4928
2018-8-28,Farm 119,15825
2018-8-28,Farm 120,8248
2018-8-28,Farm 121,10628
2018-8-28,Farm 122,9584
2018-8-29,Farm 118,11559
2018-8-29,Farm 119,D46GJL
2018-8-29,Farm 120,6295
2018-8-29,Farm 121,12259
2018-8-29,Farm 122,7346
2018-8-30,Farm 118,7225
2018-8-30,Farm 119,6218
2018-8-30,Farm 120,16137
DJODWZ,Farm 121,12390
2018-8-30,Farm 122,12438
2018-8-31,Farm 118,13113
2018-8-31,Farm 119,10387
2018-8-31,Farm 120,17886
2018-8-31,Farm 121,11490
2018-8-31,Farm 122,17830
