date,farm_id,weight
2019-11-1,Farm 3,13035
2019-11-1,Farm 4,11073
2019-11-1,Farm 5,8978
2019-11-1,Farm 8,11495
2019-11-1,Farm 9,9766
2019-11-1,Farm 12,8235
2019-11-1,Farm 13,14026
2019-11-1,Farm 14,8625
2019-11-1,Farm 15,3507
2019-11-1,Farm 17,14840
2019-11-2,Farm 3,10517
2019-11-2,Farm 4,6593
2019-11-2,Farm 5,2177
2019-11-2,Farm 6,5458
2019-11-2,Farm 7,16088
2019-11-2,Farm 8,16878
2019-11-2,Farm 9,5875
2019-11-2,Farm 10,6126
2019-11-2,Farm 11,11847
2019-11-2,Farm 12,6998
2019-11-2,Farm 13,12970
2019-11-2,Farm 14,3064
2019-11-2,Farm 15,12838
2019-11-2,Farm 16,6584
2019-11-2,Farm 17,16000
2019-11-3,Farm 3,3746
2019-11-3,Farm 4,4177
2019-11-3,Farm 5,5259
2019-11-3,Farm 8,17941
2019-11-3,Farm 9,8907
2019-11-3,Farm 12,9186
2019-11-3,Farm 13,6684
2019-11-3,Farm 14,16199
2019-11-3,Farm 15,10828
2019-11-3,Farm 17,3770
2019-11-4,Farm 3,7084
2019-11-4,Farm 4,6467
2019-11-4,Farm 5,3358
2019-11-4,Farm 6,6723
2019-11-4,Farm 7,17355
2019-11-4,Farm 8,9529
2019-11-4,Farm 9,5540
2019-11-4,Farm 10,5641
2019-11-4,Farm 11,10585
2019-11-4,Farm 12,4916
2019-11-4,Farm 13,5367
2019-11-4,Farm 14,5679
2019-11-4,Farm 15,5863
2019-11-4,Farm 16,10447
2019-11-4,Farm 17,3121
2019-11-5,Farm 3,4455
2019-11-5,Farm 4,10632
2019-11-5,Farm 5,8349
2019-11-5,Farm 8,5973
2019-11-5,Farm 9,17171
2019-11-5,Farm 12,8434
2019-11-5,Farm 13,14350
2019-11-5,Farm 14,5369
2019-11-5,Farm 15,11020
2019-11-5,Farm 17,4822
2019-11-6,Farm 3,15932
2019-11-6,Farm 4,16844
2019-11-6,Farm 5,2990
2019-11-6,Farm 6,11041
2019-11-6,Farm 7,14176
2019-11-6,Farm 8,5245
2019-11-6,Farm 9,16122
2019-11-6,Farm 10,11889
2019-11-6,Farm 11,9582
2019-11-6,Farm 12,7683
2019-11-6,Farm 13,5164
2019-11-6,Farm 14,3359
2019-11-6,Farm 15,12689
2019-11-6,Farm 16,5207
2019-11-6,Farm 17,12635
2019-11-7,Farm 3,8595
2019-11-7,Farm 4,11627
2019-11-7,Farm 5,12060
2019-11-7,Farm 8,14821
2019-11-7,Farm 9,10835
2019-11-7,Farm 12,7128
2019-11-7,Farm 13,14034
2019-11-7,Farm 14,6190
2019-11-7,Farm 15,7927
2019-11-7,Farm 17,2474
2019-11-8,Farm 3,14133
2019-11-8,Farm 4,12254
2019-11-8,Farm 5,6591
2019-11-8,Farm 6,2952
