date,farm_id,weight
2019-11-1,Farm 0,3110
2019-11-1,Farm 1,7442
2019-11-1,Farm 2,4077
2019-11-2,Farm 0,3071
2019-11-2,Farm 1,7791
2019-11-2,Farm 2,5502
2019-11-3,Farm 0,7411
2019-11-3,Farm 1,6365
2019-11-3,Farm 2,4682
2019-11-4,Farm 0,3427
2019-11-4,Farm 1,4212
2019-11-4,Farm 2,4097
2019-11-5,Farm 0,7592
2019-11-5,Farm 1,4156
2019-11-5,Farm 2,6979
2019-11-6,Farm 0,6773
2019-11-6,Farm 1,6762
2019-11-6,Farm 2,8617
2019-11-7,Farm 0,6421
2019-11-7,Farm 1,3177
2019-11-7,Farm 2,8601
2019-11-8,Farm 0,5006
2019-11-8,Farm 1,3609
2019-11-8,Farm 2,7239
2019-11-9,Farm 0,8249
2019-11-9,Farm 1,7065
2019-11-9,Farm 2,7001
2019-11-10,Farm 0,8441
2019-11-10,Farm 1,6646
2019-11-10,Farm 2,5310
2019-11-11,Farm 0,3432
2019-11-11,Farm 1,6922
2019-11-11,Farm 2,7233
2019-11-12,Farm 0,8151
2019-11-12,Farm 1,5397
2019-11-12,Farm 2,4938
2019-11-13,Farm 0,6523
2019-11-13,Farm 1,5694
2019-11-13,Farm 2,3967
2019-11-14,Farm 0,5901
2019-11-14,Farm 1,5466
2019-11-14,Farm 2,7398
2019-11-15,Farm 0,5409
2019-11-15,Farm 1,5699
2019-11-15,Farm 2,7934
2019-11-16,Farm 0,6272
2019-11-16,Farm 1,6475
2019-11-16,Farm 2,5963
2019-11-17,Farm 0,8606
2019-11-17,Farm 1,4856
2019-11-17,Farm 2,3305
2019-11-18,Farm 0,3018
2019-11-18,Farm 1,3910
2019-11-18,Farm 2,8721
2019-11-19,Farm 0,4669
2019-11-19,Farm 1,4484
2019-11-19,Farm 2,6518
2019-11-20,Farm 0,5149
2019-11-20,Farm 1,5985
2019-11-20,Farm 2,3529
2019-11-21,Farm 0,8035
2019-11-21,Farm 1,4333
2019-11-21,Farm 2,6489
2019-11-22,Farm 0,8567
2019-11-22,Farm 1,6681
2019-11-22,Farm 2,7991
2019-11-23,Farm 0,4566
2019-11-23,Farm 1,3569
2019-11-23,Farm 2,8688
2019-11-24,Farm 0,8513
2019-11-24,Farm 1,5312
2019-11-24,Farm 2,7512
2019-11-25,Farm 0,8737
2019-11-25,Farm 1,8302
2019-11-25,Farm 2,4164
2019-11-26,Farm 0,4846
2019-11-26,Farm 1,8067
2019-11-26,Farm 2,5618
2019-11-27,Farm 0,3375
2019-11-27,Farm 1,3496
2019-11-27,Farm 2,7800
2019-11-28,Farm 0,5878
2019-11-28,Farm 1,3982
2019-11-28,Farm 2,8999
2019-11-29,Farm 0,5446
2019-11-29,Farm 1,7052
2019-11-29,Farm 2,5597
2019-11-30,Farm 0,6036
2019-11-30,Farm 1,8475
2019-11-30,Farm 2,3190
