date,farm_id,weight
2015-6-1,Farm 0,3942
2015-6-1,Farm 1,8824
2015-6-1,Farm 2,8945
2015-6-2,Farm 0,4114
2015-6-2,Farm 1,4677
2015-6-2,Farm 2,8578
2015-6-3,Farm 0,6302
2015-6-3,Farm 1,4073
2015-6-3,Farm 2,3046
2015-6-4,Farm 0,8486
2015-6-4,Farm 1,7715
2015-6-4,Farm 2,7291
2015-6-5,Farm 0,5989
2015-6-5,Farm 1,4237
2015-6-5,Farm 2,8580
2015-6-6,Farm 0,6293
2015-6-6,Farm 1,6736
2015-6-6,Farm 2,6870
2015-6-7,Farm 0,5554
2015-6-7,Farm 1,6573
2015-6-7,Farm 2,6515
2015-6-8,Farm 0,8113
2015-6-8,Farm 1,7227
2015-6-8,Farm 2,6490
2015-6-9,Farm 0,7893
2015-6-9,Farm 1,8503
2015-6-9,Farm 2,8714
2015-6-10,Farm 0,7022
2015-6-10,Farm 1,7516
2015-6-10,Farm 2,6744
2015-6-11,Farm 0,8733
2015-6-11,Farm 1,8853
2015-6-11,Farm 2,7183
2015-6-12,Farm 0,5837
2015-6-12,Farm 1,4023
2015-6-12,Farm 2,5919
2015-6-13,Farm 0,4752
2015-6-13,Farm 1,6433
2015-6-13,Farm 2,8943
2015-6-14,Farm 0,5789
2015-6-14,Farm 1,3075
2015-6-14,Farm 2,5530
2015-6-15,Farm 0,6499
2015-6-15,Farm 1,3563
2015-6-15,Farm 2,4513
2015-6-16,Farm 0,8271
2015-6-16,Farm 1,5247
2015-6-16,Farm 2,5384
2015-6-17,Farm 0,4597
2015-6-17,Farm 1,5734
2015-6-17,Farm 2,6197
2015-6-18,Farm 0,5730
2015-6-18,Farm 1,7574
2015-6-18,Farm 2,7578
2015-6-19,Farm 0,7934
2015-6-19,Farm 1,8664
2015-6-19,Farm 2,5196
2015-6-20,Farm 0,7312
2015-6-20,Farm 1,4980
2015-6-20,Farm 2,5426
2015-6-21,Farm 0,6740
2015-6-21,Farm 1,3081
2015-6-21,Farm 2,6366
2015-6-22,Farm 0,3184
2015-6-22,Farm 1,3471
2015-6-22,Farm 2,4243
2015-6-23,Farm 0,4888
2015-6-23,Farm 1,4164
2015-6-23,Farm 2,3177
2015-6-24,Farm 0,3928
2015-6-24,Farm 1,6668
2015-6-24,Farm 2,3937
2015-6-25,Farm 0,3814
2015-6-25,Farm 1,3979
2015-6-25,Farm 2,7954
2015-6-26,Farm 0,3604
2015-6-26,Farm 1,3389
2015-6-26,Farm 2,3310
2015-6-27,Farm 0,3420
2015-6-27,Farm 1,4123
2015-6-27,Farm 2,4946
2015-6-28,Farm 0,8205
2015-6-28,Farm 1,6297
2015-6-28,Farm 2,5043
2015-6-29,Farm 0,4301
2015-6-29,Farm 1,3355
2015-6-29,Farm 2,5259
2015-6-30,Farm 0,3282
2015-6-30,Farm 1,6567
2015-6-30,Farm 2,4962
