date,farm_id,weight
2021-11-1,Farm 123,2557
2021-11-1,Farm 124,2300
2021-11-2,Farm 123,2195
2021-11-2,-,2491
2021-11-2,Farm 125,2299
2021-11-3,Farm 123,2366
2021-11-3,Farm 124,2603
2021-11-4,Farm 123,2008
2021-11-4,Farm 124,2164
2021-11-4,Farm 125,2631
2021-11-5,Farm 123,2031
2021-11-5,Farm 124,2956
-,Farm 123,2406
2021-11-6,Farm 124,2315
2021-11-6,Farm 125,2519
2021-11-7,Farm 123,2589
2021-11-7,Farm 124,2457
2021-11-8,Farm 123,2431
2021-11-8,Farm 124,2870
2021-11-8,Farm 125,-
2021-11-9,Farm 123,-
2021-11-9,Farm 124,2821
2021-11-10,Farm 123,2188
2021-11-10,Farm 124,2127
2021-11-10,Farm 125,2199
2021-11-11,Farm 123,2548
2021-11-11,Farm 124,2187
2021-11-12,Farm 123,-
2021-11-12,Farm 124,2138
2021-11-12,Farm 125,2711
2021-11-13,Farm 123,2643
2021-11-13,Farm 124,2984
2021-11-14,Farm 123,2244
2021-11-14,Farm 124,2689
-,Farm 125,2662
2021-11-15,Farm 123,-
2021-11-15,Farm 124,2842
2021-11-16,Farm 123,2971
2021-11-16,Farm 124,2778
2021-11-16,Farm 125,2620
2021-11-17,-,2509
2021-11-17,Farm 124,2513
2021-11-18,Farm 123,2790
2021-11-18,Farm 124,2597
2021-11-18,Farm 125,2280
2021-11-19,Farm 123,2973
2021-11-19,Farm 124,2948
2021-11-20,Farm 123,-
2021-11-20,Farm 124,2460
2021-11-20,Farm 125,2234
2021-11-21,Farm 123,2600
2021-11-21,Farm 124,2753
-,Farm 123,2910
2021-11-22,Farm 124,-
2021-11-22,Farm 125,2054
2021-11-23,Farm 123,2490
2021-11-23,Farm 124,2862
2021-11-24,Farm 123,2938
2021-11-24,Farm 124,2210
2021-11-24,Farm 125,2008
2021-11-25,Farm 123,2499
2021-11-25,Farm 124,2400
-,Farm 123,2563
2021-11-26,Farm 124,2186
2021-11-26,Farm 125,2847
2021-11-27,Farm 123,2386
2021-11-27,Farm 124,2794
2021-11-28,Farm 123,2656
2021-11-28,Farm 124,2561
2021-11-28,Farm 125,2740
2021-11-29,Farm 123,2337
2021-11-29,Farm 124,2593
2021-11-30,Farm 123,2991
2021-11-30,Farm 124,2856
2021-11-30,Farm 125,2815
