date,farm_id,weight
2015-5-1,Farm 123,2476
2015-5-1,Farm 124,2897
2015-5-2,Farm 123,-
2015-5-2,Farm 124,2649
2015-5-2,Farm 125,9211
2015-5-3,Farm 123,-
2015-5-3,Farm 124,2856
2015-5-4,Farm 123,2272
-,Farm 124,2063
-,Farm 125,9470
2015-5-5,Farm 123,2231
2015-5-5,Farm 124,2219
-,Farm 123,2519
2015-5-6,Farm 124,2441
-,Farm 125,9214
2015-5-7,Farm 123,2997
2015-5-7,Farm 124,2561
2015-5-8,-,2651
-,Farm 124,2979
2015-5-8,Farm 125,9824
2015-5-9,Farm 123,2676
2015-5-9,Farm 124,2995
2015-5-10,Farm 123,2813
2015-5-10,Farm 124,2054
2015-5-10,Farm 125,9521
2015-5-11,Farm 123,2141
2015-5-11,Farm 124,2392
2015-5-12,Farm 123,2754
2015-5-12,Farm 124,2832
2015-5-12,Farm 125,9712
-,Farm 123,2325
2015-5-13,Farm 124,2512
2015-5-14,Farm 123,2539
2015-5-14,Farm 124,2527
2015-5-14,Farm 125,9721
2015-5-15,Farm 123,2697
2015-5-15,Farm 124,2650
2015-5-16,Farm 123,2520
-,Farm 124,2554
-,Farm 125,9413
2015-5-17,Farm 123,2087
-,Farm 124,2002
2015-5-18,Farm 123,2687
2015-5-18,Farm 124,2353
2015-5-18,Farm 125,9418
-,Farm 123,2777
2015-5-19,Farm 124,-
2015-5-20,Farm 123,2315
2015-5-20,Farm 124,2046
2015-5-20,-,2385
2015-5-21,Farm 123,2937
2015-5-21,Farm 124,2605
2015-5-22,-,2672
2015-5-22,Farm 124,2063
2015-5-22,Farm 125,9969
2015-5-23,Farm 123,2728
2015-5-23,Farm 124,2241
2015-5-24,Farm 123,2786
2015-5-24,Farm 124,2604
2015-5-24,Farm 125,9728
2015-5-25,Farm 123,2943
2015-5-25,Farm 124,2633
2015-5-26,Farm 123,2257
2015-5-26,Farm 124,2245
2015-5-26,Farm 125,9443
2015-5-27,Farm 123,2168
2015-5-27,-,2716
2015-5-28,Farm 123,2193
2015-5-28,Farm 124,2201
2015-5-28,-,2762
2015-5-29,-,2629
2015-5-29,Farm 124,2951
2015-5-30,Farm 123,2586
2015-5-30,Farm 124,2004
2015-5-30,Farm 125,9412
2015-5-31,Farm 123,2003
2015-5-31,Farm 124,2985
