date,farm_id,weight
2015-9-1,Farm 18,5004
2015-9-1,Farm 19,4609
2015-9-1,Farm 20,2339
2015-9-1,Farm 21,6248
2015-9-1,Farm 22,17427
2015-9-1,Farm 23,13994
2015-9-1,Farm 25,3599
2015-9-1,Farm 26,6922
2015-9-1,Farm 27,5505
2015-9-1,Farm 28,12353
2015-9-1,Farm 30,7592
2015-9-1,Farm 31,4114
2015-9-1,Farm 32,10526
2015-9-1,Farm 33,14291
2015-9-1,Farm 34,10580
2015-9-1,Farm 35,10479
2015-9-1,Farm 37,4824
2015-9-1,Farm 38,17342
2015-9-1,Farm 39,7949
2015-9-1,Farm 40,6279
2015-9-1,Farm 41,4705
2015-9-1,Farm 42,14128
2015-9-1,Farm 43,11873
2015-9-1,Farm 45,4007
2015-9-1,Farm 46,3915
2015-9-1,Farm 47,7757
2015-9-1,Farm 48,12899
2015-9-1,Farm 50,2312
2015-9-1,Farm 51,2535
2015-9-1,Farm 52,17712
2015-9-1,Farm 53,3410
2015-9-1,Farm 54,8161
2015-9-1,Farm 55,10916
2015-9-1,Farm 57,4338
2015-9-1,Farm 58,17209
2015-9-1,Farm 59,17849
2015-9-1,Farm 60,2692
2015-9-1,Farm 61,12349
2015-9-1,Farm 62,14481
2015-9-1,Farm 63,4729
2015-9-1,Farm 64,3238
2015-9-1,Farm 65,16965
2015-9-1,Farm 67,14980
2015-9-1,Farm 68,3841
2015-9-1,Farm 69,5781
2015-9-1,Farm 70,11360
2015-9-1,Farm 71,9499
2015-9-1,Farm 72,9846
2015-9-1,Farm 73,6582
2015-9-1,Farm 74,8359
2015-9-1,Farm 75,9271
2015-9-1,Farm 76,3929
2015-9-1,Farm 77,4694
2015-9-1,Farm 78,6606
2015-9-1,Farm 80,3811
2015-9-1,Farm 81,7012
2015-9-1,Farm 82,3219
2015-9-1,Farm 83,5269
2015-9-1,Farm 84,12935
2015-9-1,Farm 85,17748
2015-9-1,Farm 86,7860
2015-9-1,Farm 89,6665
2015-9-1,Farm 90,5006
2015-9-1,Farm 91,10945
2015-9-1,Farm 92,3590
2015-9-1,Farm 93,3395
2015-9-1,Farm 94,13677
2015-9-1,Farm 97,14493
2015-9-1,Farm 98,8023
2015-9-1,Farm 99,14440
2015-9-1,Farm 100,14530
2015-9-1,Farm 101,5738
2015-9-1,Farm 102,12290
2015-9-1,Farm 103,14093
2015-9-1,Farm 104,3322
2015-9-1,Farm 106,10799
2015-9-1,Farm 107,10713
2015-9-1,Farm 109,12448
2015-9-1,Farm 110,5623
2015-9-1,Farm 111,6967
2015-9-1,Farm 112,15299
2015-9-1,Farm 115,16164
2015-9-1,Farm 116,16390
2015-9-1,Farm 117,8827
2015-9-2,Farm 18,10214
2015-9-2,Farm 19,12304
2015-9-2,Farm 20,15145
2015-9-2,Farm 21,17744
2015-9-2,Farm 22,11345
2015-9-2,Farm 23,3288
2015-9-2,Farm 24,5898
2015-9-2,Farm 25,11114
2015-9-2,Farm 26,7640
2015-9-2,Farm 27,5142
2015-9-2,Farm 28,10030
2015-9-2,Farm 29,3335
2015-9-2,Farm 30,7518
2015-9-2,Farm 31,7612
2015-9-2,Farm 32,8381
2015-9-2,Farm 33,4020
2015-9-2,Farm 34,2503
2015-9-2,Farm 35,10284
2015-9-2,Farm 36,14614
2015-9-2,Farm 37,13235
2015-9-2,Farm 38,10078
2015-9-2,Farm 39,7285
2015-9-2,Farm 40,8229
2015-9-2,Farm 41,17844
2015-9-2,Farm 42,14781
2015-9-2,Farm 43,8936
2015-9-2,Farm 44,16770
2015-9-2,Farm 45,11785
2015-9-2,Farm 46,3898
2015-9-2,Farm 47,3577
2015-9-2,Farm 48,8777
2015-9-2,Farm 49,13755
2015-9-2,Farm 50,4190
2015-9-2,Farm 51,10763
2015-9-2,Farm 52,4488
2015-9-2,Farm 53,9937
2015-9-2,Farm 54,9689
2015-9-2,Farm 55,8758
2015-9-2,Farm 56,15712
2015-9-2,Farm 57,2447
2015-9-2,Farm 58,6885
2015-9-2,Farm 59,5826
2015-9-2,Farm 60,16109
2015-9-2,Farm 61,13419
2015-9-2,Farm 62,7795
2015-9-2,Farm 63,10848
2015-9-2,Farm 64,10923
2015-9-2,Farm 65,6798
2015-9-2,Farm 66,15134
2015-9-2,Farm 67,13906
