date,farm_id,weight
2019-11-1,Farm 18,17975
2019-11-1,Farm 19,10709
2019-11-1,Farm 20,13749
2019-11-1,Farm 21,7111
2019-11-1,Farm 22,9901
2019-11-1,Farm 23,5583
2019-11-1,Farm 25,11432
2019-11-1,Farm 26,16995
2019-11-1,Farm 27,5513
2019-11-1,Farm 28,7721
2019-11-1,Farm 30,8777
2019-11-1,Farm 31,6548
2019-11-1,Farm 32,4244
2019-11-1,Farm 33,8450
2019-11-1,Farm 34,8067
2019-11-1,Farm 35,10200
2019-11-1,Farm 37,10576
2019-11-1,Farm 38,13898
2019-11-1,Farm 39,8470
2019-11-1,Farm 40,3663
2019-11-1,Farm 41,17885
2019-11-1,Farm 42,10351
2019-11-1,Farm 43,17673
2019-11-1,Farm 45,6426
2019-11-1,Farm 46,13693
2019-11-1,Farm 47,4437
2019-11-1,Farm 48,3065
2019-11-1,Farm 50,8127
2019-11-1,Farm 51,16197
2019-11-1,Farm 52,11740
2019-11-1,Farm 53,8086
2019-11-1,Farm 54,4698
2019-11-1,Farm 55,8061
2019-11-1,Farm 57,12732
2019-11-1,Farm 58,6436
2019-11-1,Farm 59,2052
2019-11-1,Farm 60,9631
2019-11-1,Farm 61,2231
2019-11-1,Farm 62,3927
2019-11-1,Farm 63,17834
2019-11-1,Farm 64,13110
2019-11-1,Farm 65,13800
2019-11-1,Farm 67,14021
2019-11-1,Farm 68,15885
2019-11-1,Farm 69,12929
2019-11-1,Farm 70,17778
2019-11-1,Farm 71,7291
2019-11-1,Farm 72,11849
2019-11-1,Farm 73,11870
2019-11-1,Farm 74,4324
2019-11-1,Farm 75,11825
2019-11-1,Farm 76,10520
2019-11-1,Farm 77,4992
2019-11-1,Farm 78,17953
2019-11-1,Farm 80,2695
2019-11-1,Farm 81,15186
2019-11-1,Farm 82,4366
2019-11-1,Farm 83,3035
2019-11-1,Farm 84,15745
2019-11-1,Farm 85,3752
2019-11-1,Farm 86,11941
2019-11-1,Farm 89,9477
2019-11-1,Farm 90,13970
2019-11-1,Farm 91,10852
2019-11-1,Farm 92,2942
2019-11-1,Farm 93,13344
2019-11-1,Farm 94,16027
2019-11-1,Farm 97,2567
2019-11-1,Farm 98,15541
2019-11-1,Farm 99,2687
2019-11-1,Farm 100,5096
2019-11-1,Farm 101,16032
2019-11-1,Farm 102,15646
2019-11-1,Farm 103,8751
2019-11-1,Farm 104,12850
2019-11-1,Farm 106,11754
2019-11-1,Farm 107,8628
2019-11-1,Farm 109,3838
2019-11-1,Farm 110,3666
2019-11-1,Farm 111,13594
2019-11-1,Farm 112,13157
2019-11-1,Farm 115,17378
2019-11-1,Farm 116,6494
2019-11-1,Farm 117,8256
2019-11-2,Farm 18,12251
2019-11-2,Farm 19,17001
2019-11-2,Farm 20,13093
2019-11-2,Farm 21,12367
2019-11-2,Farm 22,2051
2019-11-2,Farm 23,7289
2019-11-2,Farm 24,17369
2019-11-2,Farm 25,11585
2019-11-2,Farm 26,17719
2019-11-2,Farm 27,3545
2019-11-2,Farm 28,14828
2019-11-2,Farm 29,11639
2019-11-2,Farm 30,6755
2019-11-2,Farm 31,16255
2019-11-2,Farm 32,3016
2019-11-2,Farm 33,13984
2019-11-2,Farm 34,13000
2019-11-2,Farm 35,4548
2019-11-2,Farm 36,7793
2019-11-2,Farm 37,8013
2019-11-2,Farm 38,3507
2019-11-2,Farm 39,5641
2019-11-2,Farm 40,17002
2019-11-2,Farm 41,4022
2019-11-2,Farm 42,12536
2019-11-2,Farm 43,11585
2019-11-2,Farm 44,9058
2019-11-2,Farm 45,8424
2019-11-2,Farm 46,17990
2019-11-2,Farm 47,17884
2019-11-2,Farm 48,17001
2019-11-2,Farm 49,15409
2019-11-2,Farm 50,8184
2019-11-2,Farm 51,16353
2019-11-2,Farm 52,5372
2019-11-2,Farm 53,14686
2019-11-2,Farm 54,6185
2019-11-2,Farm 55,4872
2019-11-2,Farm 56,2735
2019-11-2,Farm 57,17042
2019-11-2,Farm 58,8076
2019-11-2,Farm 59,17537
2019-11-2,Farm 60,16729
2019-11-2,Farm 61,3739
2019-11-2,Farm 62,10925
2019-11-2,Farm 63,15155
2019-11-2,Farm 64,15944
2019-11-2,Farm 65,8586
2019-11-2,Farm 66,10482
2019-11-2,Farm 67,3166
2019-11-2,Farm 68,4258
2019-11-2,Farm 69,17590
2019-11-2,Farm 70,13511
2019-11-2,Farm 71,5624
2019-11-2,Farm 72,2277
2019-11-2,Farm 73,5339
2019-11-2,Farm 74,11986
2019-11-2,Farm 75,17171
