date,farm_id,weight
2016-2-1,Farm 118,6352
2016-2-1,Farm 119,8032
2016-2-1,Farm 120,2322
2016-2-1,Farm 121,15889
2016-2-1,Farm 122,16181
2016-2-2,Farm 118,10289
2016-2-2,Farm 119,9936
2016-2-2,Farm 120,9875
2016-2-2,NG2BZO,16852
2016-2-2,Farm 122,15843
2016-2-3,Farm 118,8184
2016-2-3,Farm 119,5918
2016-2-3,Farm 120,16306
2016-2-3,Farm 121,5243
2016-2-3,Farm 122,17598
2016-2-4,Farm 118,7848
2016-2-4,XDQ2N8,4726
3UK2CT,Farm 120,11205
2016-2-4,Farm 121,14280
HHVTOJ,Farm 122,7892
2016-2-5,Farm 118,11136
G1S0EQ,Farm 119,8170
2016-2-5,Farm 120,12744
2016-2-5,Farm 121,11899
2016-2-5,Farm 122,12893
2016-2-6,Farm 118,6347
2016-2-6,Farm 119,5789
2016-2-6,BX3LZE,14000
2016-2-6,Farm 121,5929
2016-2-6,Farm 122,9298
2016-2-7,8Z85JO,12419
2016-2-7,Farm 119,Q0V26V
2016-2-7,Farm 120,6827
2016-2-7,Farm 121,16959
2016-2-7,Farm 122,2343
2016-2-8,Farm 118,10411
2016-2-8,Farm 119,8711
2016-2-8,Farm 120,11038
2016-2-8,U4I7TX,7731
2016-2-8,Farm 122,16050
2016-2-9,Farm 118,9875
2016-2-9,Farm 119,3488
2016-2-9,Farm 120,17139
2016-2-9,Farm 121,7932
2016-2-9,Farm 122,16068
2016-2-10,Farm 118,17034
PBZXZM,Farm 119,2966
1OF4G7,Farm 120,15221
2016-2-10,Farm 121,9953
2016-2-10,Farm 122,2249
2016-2-11,Farm 118,7301
2016-2-11,Farm 119,2221
2016-2-11,Farm 120,13260
2016-2-11,Farm 121,17195
2016-2-11,Farm 122,15100
2016-2-12,Farm 118,8152
2016-2-12,Farm 119,4017
2016-2-12,Farm 120,7206
2016-2-12,Farm 121,5201
2016-2-12,Farm 122,14571
2016-2-13,Farm 118,7707
2016-2-13,Farm 119,6794
2016-2-13,Farm 120,7276
2016-2-13,RIZIS4,6411
2016-2-13,Farm 122,15418
2016-2-14,Farm 118,8692
2016-2-14,Farm 119,12485
2016-2-14,Farm 120,11217
2016-2-14,Farm 121,10085
2016-2-14,Farm 122,2444
2016-2-15,Farm 118,13548
2016-2-15,Farm 119,9188
2016-2-15,Farm 120,O2N2ZR
2016-2-15,Farm 121,6134
2016-2-15,Farm 122,9646
2016-2-16,Farm 118,17136
2016-2-16,Farm 119,3KW09L
2016-2-16,Farm 120,7401
2016-2-16,Farm 121,6924
2016-2-16,TO38YK,4268
2016-2-17,Farm 118,11668
2016-2-17,Farm 119,13160
2016-2-17,OCFV9D,16816
2016-2-17,Farm 121,15081
2016-2-17,Farm 122,10600
2016-2-18,Farm 118,17063
2016-2-18,Farm 119,8377
58Y40L,Farm 120,13556
2016-2-18,Farm 121,5458
2016-2-18,Farm 122,4417
2016-2-19,Farm 118,13032
Y645QR,Farm 119,12533
2016-2-19,02EAYL,10238
2016-2-19,Farm 121,14815
2016-2-19,Farm 122,15372
2016-2-20,Farm 118,7691
2016-2-20,Farm 119,6101
2016-2-20,Farm 120,15223
2016-2-20,Farm 121,12835
2016-2-20,Farm 122,10349
2016-2-21,Farm 118,11776
2016-2-21,IH3CNS,17390
2016-2-21,Farm 120,15639
AX8W98,Farm 121,6458
2016-2-21,Farm 122,2414
2016-2-22,Farm 118,13166
2016-2-22,Farm 119,7203
2016-2-22,Farm 120,3389
2016-2-22,Farm 121,13995
2016-2-22,Farm 122,6302
2016-2-23,Farm 118,8361
2016-2-23,Farm 119,11206
IJ56VB,Farm 120,5983
2016-2-23,Farm 121,V8XIAH
2016-2-23,Farm 122,14284
2016-2-24,Farm 118,4567
KEFKP8,Farm 119,4385
2016-2-24,Farm 120,6456
2016-2-24,Farm 121,8932
2016-2-24,Farm 122,12010
2016-2-25,Farm 118,8718
2016-2-25,Farm 119,15916
2016-2-25,Farm 120,8273
2016-2-25,Farm 121,9769
OQPSEI,Farm 122,16618
2016-2-26,Farm 118,15223
2016-2-26,Farm 119,11441
2016-2-26,Farm 120,10876
2016-2-26,Farm 121,QNG4YV
2016-2-26,XD2XN1,15330
2016-2-27,Farm 118,11675
2016-2-27,Farm 119,17540
2016-2-27,Farm 120,14597
2016-2-27,Farm 121,PY3M7A
2016-2-27,Farm 122,3442
2016-2-28,Farm 118,6538
ZGERXY,Farm 119,10957
2016-2-28,Farm 120,RE33Q2
2016-2-28,Farm 121,10349
2016-2-28,Farm 122,12864
