date,farm_id,weight
2017-7-1,Farm 118,15402
2017-7-1,Farm 119,6700
ROB43I,Farm 120,15073
2017-7-1,Farm 121,16294
2017-7-1,Farm 122,8190
B9C1SL,Farm 118,16572
2017-7-2,Farm 119,11841
2017-7-2,Farm 120,16654
2017-7-2,Farm 121,FZDR6Y
2017-7-2,Farm 122,14269
2017-7-3,Farm 118,16595
2017-7-3,E84AJV,4197
2017-7-3,Farm 120,4278
2017-7-3,Farm 121,12422
MDIRQY,Farm 122,16456
2017-7-4,Farm 118,6378
2017-7-4,Farm 119,7972
2017-7-4,Farm 120,11675
2017-7-4,Farm 121,7259
2017-7-4,Farm 122,5391
2017-7-5,Farm 118,8924
2017-7-5,Farm 119,12957
2017-7-5,9Z3FRW,12166
2017-7-5,Farm 121,17101
2017-7-5,Farm 122,M0ZH8A
2017-7-6,Farm 118,16916
2017-7-6,OYB1F8,17190
2017-7-6,Farm 120,4613
2017-7-6,Farm 121,2603
2017-7-6,Farm 122,4040
2017-7-7,ETKT7Z,11233
ODSS47,Farm 119,12439
2017-7-7,Farm 120,14HQWH
2017-7-7,4B1IJV,7979
2017-7-7,Farm 122,5829
2017-7-8,Farm 118,9940
2017-7-8,Farm 119,AOYC4G
2017-7-8,Farm 120,15834
2017-7-8,Farm 121,12044
2017-7-8,Farm 122,M5US0V
2017-7-9,Farm 118,6845
2017-7-9,Farm 119,7270
2017-7-9,Farm 120,10542
2017-7-9,Farm 121,7311
2017-7-9,Farm 122,6641
2017-7-10,Farm 118,7ZK8NB
2017-7-10,Farm 119,5580
2017-7-10,Farm 120,13772
2017-7-10,NNQBLU,17746
2017-7-10,Farm 122,16103
2017-7-11,Farm 118,14083
2017-7-11,Farm 119,5732
2017-7-11,Farm 120,D55G5M
2017-7-11,Farm 121,4259
2017-7-11,Farm 122,7291
2017-7-12,Farm 118,14579
2017-7-12,Farm 119,9122
2017-7-12,Farm 120,3123
2017-7-12,Farm 121,14447
2017-7-12,Farm 122,8959
2017-7-13,Farm 118,10684
2017-7-13,Farm 119,14333
2017-7-13,Farm 120,12786
2017-7-13,Farm 121,3170
2017-7-13,Farm 122,14225
2017-7-14,64UMAE,13934
2017-7-14,Farm 119,14680
2017-7-14,Farm 120,14831
2017-7-14,Farm 121,10049
2017-7-14,Farm 122,11877
2017-7-15,Farm 118,4170
2017-7-15,Farm 119,16195
2017-7-15,Farm 120,2699
2017-7-15,CYSUUF,4967
YUWD6A,Farm 122,4442
2017-7-16,Farm 118,13188
2017-7-16,Farm 119,7058
2017-7-16,Farm 120,3192
2017-7-16,Farm 121,14532
2017-7-16,Farm 122,14179
2017-7-17,Farm 118,11858
2017-7-17,Farm 119,14700
2017-7-17,XX9F7K,14908
2017-7-17,Farm 121,3249
2017-7-17,Farm 122,2647
2017-7-18,Farm 118,17833
2017-7-18,LY6GA3,4709
2017-7-18,Farm 120,9106
2017-7-18,Farm 121,15129
2017-7-18,Farm 122,16817
2017-7-19,Farm 118,P79VUF
2017-7-19,Farm 119,14692
0TOZBI,Farm 120,16785
2017-7-19,Farm 121,9650
2017-7-19,Farm 122,6549
2017-7-20,Farm 118,12091
2017-7-20,Farm 119,5072
2017-7-20,Farm 120,4749
2017-7-20,Farm 121,10993
2017-7-20,Farm 122,11934
2017-7-21,Farm 118,16679
2017-7-21,Farm 119,12674
2017-7-21,Farm 120,13253
2017-7-21,Farm 121,11606
2017-7-21,Farm 122,8974
2017-7-22,Farm 118,13424
2017-7-22,Farm 119,16916
V64457,Farm 120,17572
2017-7-22,Farm 121,2003
2017-7-22,Farm 122,11597
2017-7-23,Farm 118,8679
2017-7-23,CP5626,15002
2017-7-23,Farm 120,5928
2017-7-23,Farm 121,3488
2017-7-23,Farm 122,2557
2017-7-24,Farm 118,7630
2017-7-24,Farm 119,11531
2017-7-24,EE4BXB,15908
70Y98J,Farm 121,2375
2017-7-24,Farm 122,9420
2017-7-25,Farm 118,9173
2017-7-25,Farm 119,4405
2017-7-25,Farm 120,3701
2017-7-25,Farm 121,7357
2017-7-25,Farm 122,11728
2017-7-26,Farm 118,8572
2017-7-26,Farm 119,3489
2017-7-26,Farm 120,7520
2017-7-26,Farm 121,12220
2017-7-26,Farm 122,7799
2017-7-27,Farm 118,7186
2017-7-27,Farm 119,6014
2017-7-27,A2QLXC,13237
2017-7-27,Farm 121,14456
2017-7-27,Farm 122,15995
2017-7-28,Farm 118,2390
2017-7-28,Farm 119,2473
2017-7-28,Farm 120,7660
2017-7-28,Farm 121,4522
2017-7-28,Farm 122,3684
2017-7-29,Farm 118,9332
2017-7-29,Farm 119,3292
2017-7-29,Farm 120,4025
2017-7-29,Farm 121,16720
2017-7-29,Farm 122,6235
2017-7-30,Farm 118,11610
2017-7-30,Farm 119,12396
P30A5M,Farm 120,6108
2017-7-30,Farm 121,3332
2017-7-30,Farm 122,6865
2017-7-31,Farm 118,12485
2017-7-31,Farm 119,13679
2017-7-31,Farm 120,G09HVI
2017-7-31,Farm 121,13256
2017-7-31,Farm 122,10803
