date,farm_id,weight
2017-6-1,Farm 123,2895
2017-6-1,Farm 124,2075
2017-6-2,Farm 123,2524
2017-6-2,Farm 124,-
2017-6-2,Farm 125,2248
2017-6-3,Farm 123,2477
2017-6-3,Farm 124,2804
-,Farm 123,2142
2017-6-4,Farm 124,2672
2017-6-4,Farm 125,2848
2017-6-5,Farm 123,2570
2017-6-5,Farm 124,2402
2017-6-6,Farm 123,2190
2017-6-6,-,2052
2017-6-6,Farm 125,-
2017-6-7,Farm 123,2474
2017-6-7,-,2607
2017-6-8,Farm 123,2076
-,Farm 124,2132
2017-6-8,Farm 125,2430
2017-6-9,Farm 123,2833
2017-6-9,Farm 124,2701
2017-6-10,Farm 123,2624
2017-6-10,Farm 124,2180
2017-6-10,Farm 125,2776
2017-6-11,Farm 123,2968
-,Farm 124,2063
2017-6-12,Farm 123,2672
2017-6-12,Farm 124,2757
2017-6-12,Farm 125,2944
-,Farm 123,2531
2017-6-13,Farm 124,2082
2017-6-14,Farm 123,2445
2017-6-14,Farm 124,2190
2017-6-14,Farm 125,2398
2017-6-15,Farm 123,2252
2017-6-15,Farm 124,2032
2017-6-16,Farm 123,2940
2017-6-16,Farm 124,2912
2017-6-16,Farm 125,2921
2017-6-17,Farm 123,2319
2017-6-17,-,2197
2017-6-18,Farm 123,2012
2017-6-18,Farm 124,2690
2017-6-18,Farm 125,2837
2017-6-19,Farm 123,2801
2017-6-19,Farm 124,-
2017-6-20,Farm 123,2110
2017-6-20,Farm 124,2433
2017-6-20,-,2480
2017-6-21,Farm 123,2264
2017-6-21,Farm 124,2761
2017-6-22,Farm 123,2349
2017-6-22,Farm 124,2232
2017-6-22,Farm 125,2963
2017-6-23,Farm 123,2338
2017-6-23,Farm 124,2829
2017-6-24,Farm 123,2632
2017-6-24,Farm 124,2856
2017-6-24,Farm 125,2791
2017-6-25,Farm 123,2995
-,Farm 124,2228
2017-6-26,Farm 123,2923
2017-6-26,Farm 124,2281
2017-6-26,Farm 125,2154
2017-6-27,Farm 123,2861
2017-6-27,Farm 124,2149
2017-6-28,Farm 123,2951
2017-6-28,Farm 124,2762
2017-6-28,Farm 125,2243
2017-6-29,Farm 123,2081
2017-6-29,Farm 124,2395
2017-6-30,Farm 123,2229
2017-6-30,Farm 124,2013
2017-6-30,Farm 125,2864
