date,farm_id,weight
2017-5-1,Farm 123,2408
2017-5-1,Farm 124,2467
2017-5-2,Farm 123,-
2017-5-2,Farm 124,2441
2017-5-2,Farm 125,2518
2017-5-3,Farm 123,-
2017-5-3,Farm 124,2345
2017-5-4,Farm 123,2724
-,Farm 124,2983
-,Farm 125,2395
2017-5-5,Farm 123,2017
2017-5-5,Farm 124,2102
-,Farm 123,2094
2017-5-6,Farm 124,2660
-,Farm 125,2429
2017-5-7,Farm 123,2448
2017-5-7,Farm 124,2771
2017-5-8,-,2897
-,Farm 124,2675
2017-5-8,Farm 125,2005
2017-5-9,Farm 123,2280
2017-5-9,Farm 124,2100
2017-5-10,Farm 123,2246
2017-5-10,Farm 124,2209
2017-5-10,Farm 125,2483
2017-5-11,Farm 123,2083
2017-5-11,Farm 124,2565
2017-5-12,Farm 123,2482
2017-5-12,Farm 124,2595
2017-5-12,Farm 125,2012
-,Farm 123,2186
2017-5-13,Farm 124,2450
2017-5-14,Farm 123,2997
2017-5-14,Farm 124,2192
2017-5-14,Farm 125,2759
2017-5-15,Farm 123,2343
2017-5-15,Farm 124,2729
2017-5-16,Farm 123,2872
-,Farm 124,2966
-,Farm 125,2003
2017-5-17,Farm 123,2597
-,Farm 124,2324
2017-5-18,Farm 123,2665
2017-5-18,Farm 124,2599
2017-5-18,Farm 125,2085
-,Farm 123,2589
2017-5-19,Farm 124,-
2017-5-20,Farm 123,2763
2017-5-20,Farm 124,2838
2017-5-20,-,2984
2017-5-21,Farm 123,2375
2017-5-21,Farm 124,2905
2017-5-22,-,2487
2017-5-22,Farm 124,2719
2017-5-22,Farm 125,2093
2017-5-23,Farm 123,2298
2017-5-23,Farm 124,2362
2017-5-24,Farm 123,2406
2017-5-24,Farm 124,2767
2017-5-24,Farm 125,2823
2017-5-25,Farm 123,2438
2017-5-25,Farm 124,2622
2017-5-26,Farm 123,2412
2017-5-26,Farm 124,2374
2017-5-26,Farm 125,2948
2017-5-27,Farm 123,2325
2017-5-27,-,2562
2017-5-28,Farm 123,2141
2017-5-28,Farm 124,2930
2017-5-28,-,2808
2017-5-29,-,2189
2017-5-29,Farm 124,2841
2017-5-30,Farm 123,2717
2017-5-30,Farm 124,2957
2017-5-30,Farm 125,2852
2017-5-31,Farm 123,2921
2017-5-31,Farm 124,2034
