date,farm_id,weight
2017-7-1,Farm 123,2748
2017-7-1,Farm 124,-
2017-7-2,Farm 123,2822
2017-7-2,Farm 124,2505
2017-7-2,Farm 125,2725
2017-7-3,Farm 123,2104
-,Farm 124,2186
2017-7-4,Farm 123,2295
2017-7-4,Farm 124,2248
2017-7-4,Farm 125,2977
2017-7-5,Farm 123,2586
2017-7-5,Farm 124,2566
2017-7-6,Farm 123,2306
2017-7-6,Farm 124,2060
2017-7-6,Farm 125,2084
2017-7-7,Farm 123,2223
-,Farm 124,2466
2017-7-8,Farm 123,2075
2017-7-8,Farm 124,2474
2017-7-8,Farm 125,2772
2017-7-9,Farm 123,2520
2017-7-9,Farm 124,2541
2017-7-10,Farm 123,2492
2017-7-10,Farm 124,2198
2017-7-10,Farm 125,2926
2017-7-11,Farm 123,2807
2017-7-11,Farm 124,-
2017-7-12,Farm 123,2449
2017-7-12,Farm 124,2930
2017-7-12,Farm 125,2272
-,Farm 123,2585
2017-7-13,Farm 124,2122
2017-7-14,-,2153
2017-7-14,-,2435
2017-7-14,Farm 125,2031
2017-7-15,Farm 123,2823
2017-7-15,Farm 124,2240
2017-7-16,Farm 123,2885
2017-7-16,Farm 124,2777
2017-7-16,Farm 125,2710
2017-7-17,Farm 123,2663
2017-7-17,Farm 124,2715
2017-7-18,Farm 123,2405
2017-7-18,Farm 124,2373
2017-7-18,Farm 125,2923
-,Farm 123,2965
2017-7-19,Farm 124,2042
2017-7-20,Farm 123,2480
2017-7-20,Farm 124,2424
2017-7-20,Farm 125,2672
2017-7-21,Farm 123,-
2017-7-21,Farm 124,2706
2017-7-22,Farm 123,2778
2017-7-22,Farm 124,2751
2017-7-22,Farm 125,2534
-,Farm 123,2501
2017-7-23,Farm 124,-
2017-7-24,Farm 123,2321
2017-7-24,Farm 124,2727
2017-7-24,Farm 125,2161
2017-7-25,Farm 123,-
2017-7-25,Farm 124,2173
2017-7-26,Farm 123,2616
2017-7-26,Farm 124,2461
2017-7-26,Farm 125,2306
2017-7-27,Farm 123,2477
2017-7-27,Farm 124,2981
2017-7-28,-,2828
-,Farm 124,2081
2017-7-28,-,2843
2017-7-29,Farm 123,2941
2017-7-29,Farm 124,2202
2017-7-30,Farm 123,2952
2017-7-30,Farm 124,2507
2017-7-30,Farm 125,2709
2017-7-31,Farm 123,2923
2017-7-31,Farm 124,2964
