date,farm_id,weight
2015-3-1,Farm 118,8538
2015-3-1,Farm 119,16560
2015-3-1,Farm 120,17765
2015-3-1,Farm 121,10352
2015-3-1,Farm 122,5523
2015-3-2,Farm 118,13713
2015-3-2,Farm 119,1KOO0R
2015-3-2,Farm 120,NBGMSM
2015-3-2,Farm 121,7400
2015-3-2,Farm 122,3971
2015-3-3,Farm 118,13215
2015-3-3,Farm 119,8756
2015-3-3,Farm 120,14924
2015-3-3,Farm 121,O5JMGF
2015-3-3,Farm 122,4955
2015-3-4,Farm 118,7180
2015-3-4,Farm 119,14446
2015-3-4,7FSAM0,3604
2015-3-4,Farm 121,6532
2015-3-4,Farm 122,8139
2015-3-5,Farm 118,8661
2015-3-5,Farm 119,2717
2015-3-5,Farm 120,17894
2015-3-5,Farm 121,8411
B1M2WG,Farm 122,8165
2015-3-6,Farm 118,5498
2015-3-6,Farm 119,4885
2015-3-6,Farm 120,16389
2015-3-6,Farm 121,WEO084
2015-3-6,Farm 122,11182
2015-3-7,Farm 118,2643
2015-3-7,Farm 119,12638
2015-3-7,Farm 120,VB7K73
2015-3-7,Farm 121,12326
2015-3-7,Farm 122,12754
2015-3-8,Farm 118,13772
2015-3-8,Farm 119,4665
2015-3-8,Farm 120,14925
2015-3-8,Farm 121,6769
2015-3-8,Farm 122,13021
2015-3-9,Farm 118,9120
2015-3-9,Farm 119,4779
2015-3-9,Farm 120,16778
2015-3-9,Farm 121,11105
2015-3-9,Farm 122,16620
2015-3-10,Farm 118,4668
2015-3-10,Farm 119,11362
2015-3-10,Farm 120,2488
2015-3-10,Farm 121,17629
2015-3-10,Farm 122,7358
2015-3-11,Farm 118,4706
2015-3-11,Farm 119,SWJW3U
2015-3-11,Farm 120,14634
2015-3-11,Farm 121,16422
2015-3-11,Farm 122,8590
IPP85T,Farm 118,13520
2015-3-12,Farm 119,17317
2015-3-12,Farm 120,6674
2015-3-12,Farm 121,13876
2015-3-12,Farm 122,8243
2015-3-13,Farm 118,2816
2015-3-13,Farm 119,5507
2H2ZPP,Farm 120,13487
2015-3-13,Farm 121,3378
2015-3-13,Farm 122,7237
2015-3-14,Farm 118,6683
2015-3-14,Farm 119,2604
2015-3-14,Farm 120,2002
2015-3-14,Farm 121,7245
2015-3-14,Farm 122,12167
2015-3-15,Farm 118,LQ0MM3
2015-3-15,Farm 119,2098
2015-3-15,Farm 120,2849
2015-3-15,01TA2V,4423
2015-3-15,Farm 122,8939
2015-3-16,Farm 118,15008
2015-3-16,Farm 119,14999
2015-3-16,Farm 120,5377
2015-3-16,Farm 121,6091
2015-3-16,Farm 122,5088
2015-3-17,Farm 118,2405
2015-3-17,Farm 119,17884
2015-3-17,Farm 120,11567
2015-3-17,Farm 121,5514
2015-3-17,Farm 122,11902
2015-3-18,Farm 118,3447
2015-3-18,Farm 119,10194
2015-3-18,Farm 120,2ZTX74
2015-3-18,S6L1FD,17171
2015-3-18,Farm 122,7122
2015-3-19,Farm 118,11896
2015-3-19,Farm 119,6769
2015-3-19,Farm 120,7271
2015-3-19,Farm 121,14022
2015-3-19,Farm 122,10050
3LBK4G,Farm 118,5364
2015-3-20,Farm 119,17184
2015-3-20,Farm 120,3745
2015-3-20,Farm 121,7561
2015-3-20,Farm 122,4819
2015-3-21,Farm 118,15056
2015-3-21,Farm 119,16434
2015-3-21,Farm 120,4184
2015-3-21,YWBHFF,8106
X9SK5F,Farm 122,10950
2015-3-22,Farm 118,2904
2015-3-22,8MNB7A,11820
2015-3-22,Farm 120,8166
2015-3-22,Farm 121,15461
2015-3-22,Farm 122,13573
2015-3-23,Farm 118,4JB6PH
2015-3-23,Farm 119,HHVOQM
2015-3-23,Farm 120,3806
2015-3-23,Farm 121,14057
2015-3-23,Farm 122,6596
2015-3-24,Farm 118,5377
2015-3-24,Farm 119,5708
0X5AGU,Farm 120,6386
2015-3-24,Farm 121,16643
2015-3-24,Farm 122,2557
2015-3-25,Farm 118,14887
2015-3-25,Farm 119,15348
2015-3-25,Farm 120,2390
2015-3-25,Farm 121,14146
2015-3-25,Farm 122,9173
U0GMES,Farm 118,2372
2015-3-26,Farm 119,7156
2015-3-26,Farm 120,5032
2015-3-26,Farm 121,4708
2015-3-26,Farm 122,5792
2015-3-27,Farm 118,8212
2015-3-27,Farm 119,7545
2015-3-27,Farm 120,14906
2015-3-27,Farm 121,15981
2015-3-27,Farm 122,12507
2015-3-28,SNR85X,12373
2015-3-28,Farm 119,17541
V4CVM1,Farm 120,12443
2015-3-28,Farm 121,7704
2015-3-28,Farm 122,16613
2015-3-29,Farm 118,5066
2015-3-29,Farm 119,7392
2015-3-29,Farm 120,12937
2015-3-29,Farm 121,8113
2015-3-29,Farm 122,3585
2015-3-30,Farm 118,15834
2015-3-30,Farm 119,10827
2015-3-30,Farm 120,17243
2015-3-30,Farm 121,8759
2015-3-30,Farm 122,10359
2015-3-31,Farm 118,8310
2015-3-31,Farm 119,5153
2015-3-31,Farm 120,16186
2015-3-31,Farm 121,10157
2015-3-31,Farm 122,7066
